8,3,0,0.7113687992095947,0.07518744468688965,0.016471147537231445
8,3,1,0.7137417793273926,0.0003757476806640625,0.018385648727416992
8,3,2,0.7077305316925049,0.0003809928894042969,0.018545150756835938
8,3,3,0.709648609161377,0.0003733634948730469,0.018393278121948242
8,3,4,0.7136621475219727,0.0003821849822998047,0.01844000816345215
8,3,5,0.7054119110107422,0.00039458274841308594,0.018531084060668945
8,3,6,0.7226929664611816,0.0004031658172607422,0.018608808517456055
8,3,7,0.7030107975006104,0.0003788471221923828,0.018474578857421875
8,3,8,0.714318037033081,0.0003867149353027344,0.018617868423461914
8,3,9,0.7088491916656494,0.0003719329833984375,0.01903223991394043
16,3,0,0.7045280933380127,0.00048041343688964844,0.01853013038635254
16,3,1,0.718726634979248,0.0004138946533203125,0.018744468688964844
16,3,2,0.714930534362793,0.0004143714904785156,0.01852726936340332
16,3,3,0.7117979526519775,0.00042057037353515625,0.0185697078704834
16,3,4,0.7193503379821777,0.0004138946533203125,0.01868414878845215
16,3,5,0.7170925140380859,0.0004284381866455078,0.01871204376220703
16,3,6,0.723963737487793,0.00040841102600097656,0.01866888999938965
16,3,7,0.7047531604766846,0.00042939186096191406,0.01895928382873535
16,3,8,0.708984375,0.00043773651123046875,0.01864767074584961
16,3,9,0.715552568435669,0.00043487548828125,0.018562793731689453
24,3,0,0.7009294033050537,0.0034821033477783203,0.014963626861572266
24,3,1,0.7125613689422607,0.00047135353088378906,0.018790483474731445
24,3,2,0.701361894607544,0.00045943260192871094,0.01819586753845215
24,3,3,0.7141714096069336,0.0005166530609130859,0.018802165985107422
24,3,4,0.7114245891571045,0.0004875659942626953,0.018939495086669922
24,3,5,0.7131831645965576,0.0004894733428955078,0.018816471099853516
24,3,6,0.7158501148223877,0.0005002021789550781,0.018961191177368164
24,3,7,0.7117445468902588,0.0005245208740234375,0.018784523010253906
24,3,8,0.7189667224884033,0.0004999637603759766,0.018883705139160156
24,3,9,0.7121684551239014,0.0004680156707763672,0.018784523010253906
32,3,0,0.6905398368835449,0.0006053447723388672,0.020231246948242188
32,3,1,0.7212560176849365,0.0005519390106201172,0.01997542381286621
32,3,2,0.7145333290100098,0.0005104541778564453,0.019969701766967773
32,3,3,0.7179455757141113,0.0005559921264648438,0.019710540771484375
32,3,4,0.7141945362091064,0.0005214214324951172,0.019754409790039062
32,3,5,0.7242641448974609,0.0005695819854736328,0.01974654197692871
32,3,6,0.7204544544219971,0.0005414485931396484,0.01992058753967285
32,3,7,0.7159173488616943,0.0005230903625488281,0.020294189453125
32,3,8,0.712315559387207,0.0005578994750976562,0.02014446258544922
32,3,9,0.712263822555542,0.0005335807800292969,0.020201683044433594
40,3,0,0.7103166580200195,0.0006859302520751953,0.020245075225830078
40,3,1,0.7114291191101074,0.0005843639373779297,0.020120620727539062
40,3,2,0.7178847789764404,0.0005657672882080078,0.019985198974609375
40,3,3,0.7173402309417725,0.000560760498046875,0.020088672637939453
40,3,4,0.6963515281677246,0.0005552768707275391,0.020108938217163086
40,3,5,0.7158496379852295,0.0005445480346679688,0.020028114318847656
40,3,6,0.7073445320129395,0.0005500316619873047,0.02019333839416504
40,3,7,0.7104287147521973,0.0005686283111572266,0.02012467384338379
40,3,8,0.7185955047607422,0.0005717277526855469,0.020145654678344727
40,3,9,0.7180755138397217,0.0007007122039794922,0.027833938598632812
48,3,0,0.7075684070587158,0.0006864070892333984,0.020299911499023438
48,3,1,0.7342884540557861,0.0005795955657958984,0.019903182983398438
48,3,2,0.7107203006744385,0.0005958080291748047,0.02034282684326172
48,3,3,0.7073724269866943,0.0006122589111328125,0.020431995391845703
48,3,4,0.7080800533294678,0.0005824565887451172,0.01979851722717285
48,3,5,0.7018709182739258,0.000637054443359375,0.020179033279418945
48,3,6,0.7222726345062256,0.0006468296051025391,0.01565098762512207
48,3,7,0.7026712894439697,0.0005793571472167969,0.02017998695373535
48,3,8,0.7215144634246826,0.0006117820739746094,0.020028114318847656
48,3,9,0.7084512710571289,0.0005877017974853516,0.019903182983398438
56,3,0,0.7103276252746582,0.0006546974182128906,0.020121335983276367
56,3,1,0.710597038269043,0.0005977153778076172,0.020318984985351562
56,3,2,0.7187163829803467,0.0005850791931152344,0.02055191993713379
56,3,3,0.7208817005157471,0.0006287097930908203,0.0203857421875
56,3,4,0.7026867866516113,0.0005979537963867188,0.020349502563476562
56,3,5,0.7159786224365234,0.0006451606750488281,0.02033829689025879
56,3,6,0.7207016944885254,0.0006339550018310547,0.02053236961364746
56,3,7,0.7222418785095215,0.0006220340728759766,0.0205230712890625
56,3,8,0.7112758159637451,0.0006816387176513672,0.020563840866088867
56,3,9,0.7265284061431885,0.00063323974609375,0.020572900772094727
64,3,0,0.729189395904541,0.0017740726470947266,0.020671844482421875
64,3,1,0.7149021625518799,0.0007147789001464844,0.02060675621032715
64,3,2,0.7147302627563477,0.0006797313690185547,0.0205385684967041
64,3,3,0.7210185527801514,0.0007183551788330078,0.020486831665039062
64,3,4,0.7160000801086426,0.0006775856018066406,0.02061295509338379
64,3,5,0.709223747253418,0.0006835460662841797,0.020753860473632812
64,3,6,0.7261667251586914,0.0006887912750244141,0.021090984344482422
64,3,7,0.720104455947876,0.0006887912750244141,0.020683765411376953
64,3,8,0.7356815338134766,0.0006849765777587891,0.020567893981933594
64,3,9,0.738041877746582,0.0006816387176513672,0.0205538272857666
72,3,0,0.7117164134979248,0.0008828639984130859,0.016314268112182617
72,3,1,0.7397797107696533,0.0007970333099365234,0.021165132522583008
72,3,2,0.7157373428344727,0.0007719993591308594,0.020827770233154297
72,3,3,0.7197976112365723,0.0007462501525878906,0.020689725875854492
72,3,4,0.720543622970581,0.0006833076477050781,0.03265070915222168
72,3,5,0.7125229835510254,0.0007393360137939453,0.020868539810180664
72,3,6,0.7154483795166016,0.0006928443908691406,0.021087646484375
72,3,7,0.7410964965820312,0.0006725788116455078,0.02092456817626953
72,3,8,0.727593183517456,0.0006699562072753906,0.02055501937866211
72,3,9,0.7325522899627686,0.0006868839263916016,0.02070331573486328
80,3,0,0.7233004570007324,0.0008037090301513672,0.020943164825439453
80,3,1,0.7466933727264404,0.0007369518280029297,0.02063918113708496
80,3,2,0.7207434177398682,0.0007154941558837891,0.020786046981811523
80,3,3,0.727508544921875,0.0008957386016845703,0.020708322525024414
