8,3,0,0.15018463134765625
8,3,1,0.11209249496459961
8,3,2,0.11137676239013672
8,3,3,0.11271023750305176
8,3,4,0.11181998252868652
8,3,5,0.11226844787597656
8,3,6,0.11246109008789062
8,3,7,0.11270999908447266
8,3,8,0.11436080932617188
8,3,9,0.1142125129699707
16,3,0,0.14863276481628418
16,3,1,0.1150205135345459
16,3,2,0.11544084548950195
16,3,3,0.1156458854675293
16,3,4,0.11508941650390625
16,3,5,0.11453390121459961
16,3,6,0.1147618293762207
16,3,7,0.11455392837524414
16,3,8,0.11557674407958984
16,3,9,0.11537718772888184
24,3,0,0.15685319900512695
24,3,1,0.15549540519714355
24,3,2,0.15527915954589844
24,3,3,0.15477561950683594
24,3,4,0.1550898551940918
24,3,5,0.15572595596313477
24,3,6,0.1555016040802002
24,3,7,0.15604829788208008
24,3,8,0.1557300090789795
24,3,9,0.1553943157196045
32,3,0,0.1615738868713379
32,3,1,0.15868782997131348
32,3,2,0.15830421447753906
32,3,3,0.15815377235412598
32,3,4,0.15815258026123047
32,3,5,0.15783071517944336
32,3,6,0.15882468223571777
32,3,7,0.15848183631896973
32,3,8,0.15890836715698242
32,3,9,0.16102290153503418
40,3,0,0.16306185722351074
40,3,1,0.18370866775512695
40,3,2,0.15987658500671387
40,3,3,0.15954041481018066
40,3,4,0.15939974784851074
40,3,5,0.15895438194274902
40,3,6,0.18471956253051758
40,3,7,0.18365216255187988
40,3,8,0.16066789627075195
40,3,9,0.16173815727233887
48,3,0,0.1888749599456787
48,3,1,0.1594529151916504
48,3,2,0.15927481651306152
48,3,3,0.16425514221191406
48,3,4,0.19048452377319336
48,3,5,0.16010546684265137
48,3,6,0.18587779998779297
48,3,7,0.17619538307189941
48,3,8,0.15649080276489258
48,3,9,0.17223119735717773
56,3,0,0.18978071212768555
56,3,1,0.18566179275512695
56,3,2,0.18568849563598633
56,3,3,0.16080641746520996
56,3,4,0.18625164031982422
56,3,5,0.18553423881530762
56,3,6,0.18913865089416504
56,3,7,0.18548798561096191
56,3,8,0.16052746772766113
56,3,9,0.18751239776611328
64,3,0,0.18891692161560059
64,3,1,0.18616461753845215
64,3,2,0.18565583229064941
64,3,3,0.18486618995666504
64,3,4,0.18634581565856934
64,3,5,0.18501973152160645
64,3,6,0.1849071979522705
64,3,7,0.1857311725616455
64,3,8,0.18847441673278809
64,3,9,0.18563151359558105
72,3,0,0.18776845932006836
72,3,1,0.18277621269226074
72,3,2,0.18659138679504395
72,3,3,0.18435907363891602
72,3,4,0.18592548370361328
72,3,5,0.18552780151367188
72,3,6,0.18336725234985352
72,3,7,0.1825108528137207
72,3,8,0.18538784980773926
72,3,9,0.18230509757995605
80,3,0,0.18913578987121582
80,3,1,0.18291330337524414
80,3,2,0.18444085121154785
80,3,3,0.18655180931091309
80,3,4,0.18853068351745605
80,3,5,0.1876683235168457
80,3,6,0.1855003833770752
80,3,7,0.18457698822021484
80,3,8,0.18559980392456055
80,3,9,0.18268179893493652
88,3,0,0.1898941993713379
88,3,1,0.18227028846740723
88,3,2,0.18459510803222656
88,3,3,0.1851348876953125
88,3,4,0.18813347816467285
88,3,5,0.18972563743591309
88,3,6,0.1814889907836914
88,3,7,0.18274760246276855
88,3,8,0.18737125396728516
88,3,9,0.18319034576416016
96,3,0,0.18612885475158691
96,3,1,0.17842888832092285
96,3,2,0.18331646919250488
96,3,3,0.18395781517028809
96,3,4,0.18102240562438965
96,3,5,0.1800689697265625
96,3,6,0.18204712867736816
96,3,7,0.18985390663146973
96,3,8,0.18494558334350586
96,3,9,0.18143677711486816
104,3,0,0.1676177978515625
104,3,1,0.17965030670166016
104,3,2,0.18175339698791504
104,3,3,0.17945408821105957
104,3,4,0.18458962440490723
104,3,5,0.1825716495513916
104,3,6,0.17931747436523438
104,3,7,0.18084073066711426
104,3,8,0.186445951461792
104,3,9,0.17850375175476074
112,3,0,0.18741989135742188
112,3,1,0.18111872673034668
112,3,2,0.1833641529083252
112,3,3,0.1813814640045166
112,3,4,0.1812889575958252
112,3,5,0.18123316764831543
112,3,6,0.1665177345275879
112,3,7,0.1663074493408203
112,3,8,0.16576337814331055
112,3,9,0.1800827980041504
120,3,0,0.1703016757965088
120,3,1,0.16735553741455078
120,3,2,0.18259859085083008
120,3,3,0.1758277416229248
120,3,4,0.1805582046508789
120,3,5,0.17641305923461914
120,3,6,0.18147492408752441
120,3,7,0.16622519493103027
120,3,8,0.1833350658416748
120,3,9,0.16650843620300293
128,3,0,0.17495012283325195
128,3,1,0.17075490951538086
128,3,2,0.17222833633422852
128,3,3,0.1834242343902588
128,3,4,0.17293310165405273
128,3,5,0.18224716186523438
128,3,6,0.17364907264709473
128,3,7,0.17203664779663086
128,3,8,0.18334293365478516
128,3,9,0.17175054550170898
