8,3,0,10.99800777,0.010998249,0.00706172
8,3,1,11.10358357,0.018422604,0.006932497
8,3,2,10.95856071,0.010511398,0.006587982
8,3,3,11.23139262,0.010326624,0.006807089
8,3,4,11.0831666,0.010343313,0.006745338
8,3,5,11.0868175,0.010730028,0.00658536
8,3,6,11.03754377,0.010293007,0.00662756
8,3,7,10.99350715,0.010464907,0.007112265
8,3,8,10.98535776,0.010415554,0.007512569
8,3,9,11.04077768,0.010447741,0.006869078
8,3,0,11.06834269,0.011134863,0.006883144
8,3,1,11.06749892,0.018260717,0.006776094
8,3,2,11.55553174,0.011030197,0.006983519
8,3,3,11.06115413,0.01078248,0.007204533
8,3,4,10.85583186,0.014992237,0.006881475
8,3,5,11.05871153,0.017298937,0.006690741
8,3,6,11.21293831,0.010504246,0.006732464
8,3,7,11.22137046,0.015840769,0.006808043
8,3,8,11.48772025,0.018232584,0.006662607
8,3,9,11.42053413,0.017843008,0.008644342
8,3,0,11.34558702,0.011343241,0.006445885
8,3,1,11.52069497,0.010362387,0.006772995
8,3,2,11.35216832,0.010582685,0.006844521
8,3,3,11.4387145,0.018090725,0.007257462
8,3,4,11.06816006,0.018453121,0.006950617
8,3,5,11.29005742,0.017553329,0.006850481
8,3,6,10.79848933,0.01070261,0.006601095
8,3,7,11.06510854,0.010585546,0.006777048
8,3,8,11.16052651,0.010751486,0.006733179
8,3,9,11.10038757,0.010704041,0.006741047
8,3,0,11.15569925,0.011451006,0.006916285
8,3,1,11.0198226,0.010682106,0.006828547
8,3,2,11.01203418,0.010068178,0.006798029
8,3,3,10.97321153,0.010603428,0.006718159
8,3,4,10.91173434,0.011541367,0.006721973
8,3,5,11.03750992,0.017435551,0.006969452
8,3,6,11.18752074,0.018492699,0.007104874
8,3,7,11.19682693,0.018065691,0.006823301
8,3,8,11.11748409,0.018104076,0.006779909
8,3,9,10.90714169,0.01795435,0.006812572
8,3,0,11.20548677,0.010682821,0.006979704
8,3,1,11.18663788,0.018940687,0.00673151
8,3,2,11.04412198,0.018801451,0.006477356
8,3,3,11.08077884,0.010626793,0.007096767
8,3,4,11.40220881,0.018000126,0.006772757
8,3,5,11.06198645,0.010690451,0.006753445
8,3,6,11.0274148,0.010435104,0.006782055
8,3,7,11.33655262,0.010563612,0.006787539
8,3,8,11.72237587,0.018435717,0.006991386
8,3,9,11.20875216,0.01044631,0.006658554
8,4,0,11.50992274,0.013733864,0.007094145
8,4,1,11.37152719,0.02199173,0.007258654
8,4,2,11.02366567,0.019846439,0.007347822
8,4,3,10.98782325,0.012118101,0.007344961
8,4,4,11.08876157,0.013773441,0.007390261
8,4,5,11.26344752,0.012246847,0.007296562
8,4,6,11.05443096,0.021023989,0.007764578
8,4,7,10.87288499,0.012497663,0.00790143
8,4,8,10.94988418,0.013208866,0.007341623
8,4,9,10.8806777,0.02258563,0.007318258
8,5,0,11.10937405,0.025771856,0.007711411
8,5,1,11.25816107,0.021291971,0.008048534
8,5,2,11.15337634,0.016530991,0.008135557
8,5,3,11.72801113,0.026729584,0.007924318
8,5,4,11.06556082,0.016350031,0.007849455
8,5,5,11.15497971,0.026376247,0.007931709
8,5,6,11.12581658,0.017046213,0.007894993
8,5,7,11.02243662,0.015360117,0.008848667
8,5,8,11.07934904,0.0166924,0.008225679
